Catégorie,Manifeste IIIF,OCR-relu,Contributeur,Source,Ville,Lieu d'exposition (section unique),Titre de l’exposition,Année début,Mois début,Jour début,Année fin,Mois fin,Jour fin,Pays d'aujourd'hui,(État d'aujourd'hui),,Pays d’époque,Ville d’époque,,adresse complète de la section telle que dans le catalogue,numéro de rue de la section,Rue de la section,étage de la section,lieu dit de la section,complément d’adresse de la section
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k889198g/manifest.json,,,ark:/12148/bpt6k889198g,Paris,Grand Palais des Champs-Elysées,Société des artistes indépendants. Catalogue de la 34e exposition,1923,février ,10,1923,mars ,11,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k889196q/manifest.json,,,ark:/12148/bpt6k889196q,Paris,Grand Palais des Champs-Elysées,Société des artistes indépendants. Catalogue de la 35e exposition,1924,février ,9,1924,mars ,12,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k889202d/manifest.json,,,ark:/12148/bpt6k889202d,Paris,Palais de Bois - Porte Maillot,Société des artistes indépendants. Catalogue de la 36e exposition,1925,mars,21,1925,mai,2,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6572696x/manifest.json,,,ark:/12148/bpt6k6572696x,Paris ,Ecole impériale des Beaux-arts,Exposition des oeuvres d'Hippolyte Flandrin,1865,,,,,,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9487264/manifest.json,,,ark:/12148/bpt6k9487264,Paris ,École des beaux-arts,"Catalogue des tableaux, études peintes, dessins et croquis de J. A. D. Ingres",1867,,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6578371x/manifest.json,,,ark:/12148/bpt6k6578371x,Paris ,École des beaux-arts,"Exposition des oeuvres de Prud'hon, au profit de sa fille",1874,mai,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1090995/manifest.json,,,ark:/12148/bpt6k1090995,Paris ,École des beaux-arts,Exposition des oeuvres de Gustave Courbet,1882,mai,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/expositiondesuvr00unse/page/n2/mode/2up,Paris ,École des beaux-arts,Exposition des œuvres de Henri Lehmann,1883,janvier ,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k1047524k/manifest.json,,,ark:/12148/bpt6k1047524k,Paris ,École des beaux-arts,Exposition des oeuvres de Edouard Manet,1884,janvier ,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/cataloguedesuvre00guil/page/105/mode/thumb,Paris ,École des beaux-arts,Catalogue des oeuvres de Paul Baudry,1886,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/cataloguedescrip00ecol_0/page/n3/mode/2up,Paris ,École des beaux-arts,"Catalogue descriptif des peintures, aquarelles, pastels, dessins rehaussés, croquis et eaux-fortes de J.-F. Millet",1887,,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6572465p/manifest.json,,,ark:/12148/bpt6k6572465p,Paris ,École des beaux-arts,Exposition des œuvres de G. Guillaumet : au profit d'un monument à élever à la mémoire de F. Bonvin,1888,janvier ,7,1888,janvier,31,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65744177/manifest.json,,,ark:/12148/bpt6k65744177,Paris ,École des beaux-arts,Catalogue des oeuvres de Barye,1889,,,,,,,,,,,,,,,,,
2,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5715233k/manifest.json,,,ark:/12148/bpt6k5715233k,Paris ,École nationale des beaux-arts,Exposition de la gravure japonaise,1890,avril,25,1890,mai ,22,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k5698482n/manifest.json,,,ark:/12148/bpt6k5698482n,Paris ,École nationale des beaux-arts,Catalogue des tableaux de L.-G. Pelouse,1892,,,,,,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/rk:/12148/bpt6k938987z/manifest.json,,,rk:/12148/bpt6k938987z,Paris ,École nationale des Beaux-arts,Exposition des oeuvres originales et inédites de J.-B. Carpeaux,1894,mai,20,1894,mai,28,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k65737688/manifest.json,,,ark:/12148/bpt6k65737688,Paris ,École des beaux-arts,Exposition des oeuvres d'Eugène Boudin,1899,janvier ,9,1899,janvier,30,,,,,,,,,,,,
1,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k11639374/manifest.json,,,ark:/12148/bpt6k11639374,Paris ,Ecole des Beaux-Arts,Exposition des maîtres japonais,1900,mai,2,1900,mai,15,,,,,,,,,,,,
2,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k9907819/manifest.json,,,ark:/12148/bpt6k9907819,Paris ,Palais de l'Ecole nationale des beaux-arts,Exposition de l'oeuvre de Eugène Carrière,1907,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
3,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3413972b/manifest.json,,,ark:/12148/bpt6k3413972b,Paris ,Galerie Georges Petit,Société internationale de peintres et sculpteurs. Première exposition,1882,,,,,,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k6573775d/manifest.json,,,ark:/12148/bpt6k6573775d,Paris ,Galerie Georges Petit,Exposition Meissonier,1893,mars,,,,,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k319340m/manifest.json,,,ark:/12148/bpt6k319340m,Paris ,Galerie Georges Petit,Exposition Alfred Sisley,1897,,,,,,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k3191392/manifest.json,,,ark:/12148/bpt6k3191392,Paris ,Galerie Georges Petit,Exposition Albert Besnard,1912,avril,23,1912,mai,13,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/btv1b525058238/manifest.json,,,ark:/12148/btv1b525058238,Paris ,Galeries Durand-Ruel,Exposition de tableau de Claude Monet,1895,mai,10,1895,mai,31,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k96819976/manifest.json,,,ark:/12148/bpt6k96819976,Paris ,Galerie Durand-Ruel,Exposition des peintures et dessins de H. Daumier,1878,,,,,,,,,,,,,,,,,
,https://gallica.bnf.fr/iiif/ark:/12148/bpt6k62110164/manifest.json,,,ark:/12148/bpt6k62110164,Paris ,Grand Palais,Catalogue officiel illustré de l'exposition centennale de l'art français de 1800 à 1889. Exposition universelle de 1900,1900,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,https://hdl.handle.net/2027/mdp.39015027320533,New York,Union League Club,Exhibition catalogue of the work of the women etchers of America,1888,avril,12,1888,avril,21,,,,,,,,,,,,
,,,,https://libmma.contentdm.oclc.org/digital/collection/p15324coll10/id/26875/rec/1,New York,MET,Catalogue of an exhibition of early Chinese pottery and sculpture,1916,,,,,,,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=hvd.fl4c5a&view=1up&seq=5,New York,Bourgeois Galleries,Exhibition of sculptures and drawings by Gaston Lachaise,1920,janvier ,31,1920,février,21,,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=hvd.32044011202660&view=1up&seq=7,Boston,?,Official catalogue Foreign Exhibition,1883,,,,,,Mass.,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=hvd.32044034874974&view=1up&seq=13,New York,British Bureau of Information ,"Official catalogue, British government exhibition",1918,,,,,,,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=njp.32101067699874&view=1up&seq=13,New York,The Kingore Gallery,The Robert Winthrop Chanler exhibition,1922,,,,,,,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=hvd.32044034542225&view=1up&seq=7,New York,The MET,Memorial exhibition of the work of Abbott Handerson Thayer,1922,,,,,,,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=mdp.39015074699847&view=1up&seq=3,Chicago,Albert Roullier Art Gallery ,Catalogue of an exhibition of original etchings and woodcuts by Auguste Lepère,1921,octobre ,31,1921,novembre,19,,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=hvd.32044074327925&view=thumb&seq=1,New York,The Grolier Club,"Prints, drawings and bronzes by Degas",1922,,,,,,,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=chi.38993350&view=1up&seq=9,New York,The Anderson Galleries,"Illustrated catalogue of valuable paintings by American and European masters. The collection of the late Joseph G. Snydacker of Chicago, Illinois.",1922,mars ,17,,,,,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=hvd.32044034542225&view=1up&seq=13,New York,The MET,Memorial exhibition of the work of Abbott Handerson Thayer,1922,mars ,20,,avril ,30,,,,,,,,,,,,
,,,,https://babel.hathitrust.org/cgi/pt?id=wu.89054435979&view=thumb&seq=136,New York,The Grolier Club,"A descriptive catalogue of an exhibition of Japanese landscape, bird, and flower prints, and surimono from Hokusai to Kyōsai",1924,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/illustratedsouve00inte/page/n11/mode/thumb,London,?,"Illustrated souvenir catalogue of the exhibition of international art, Knightsbridge",1898,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/exhibitionofjapa00morr/page/n5/mode/2up,Londres ,The Fine Art Society ,"Exhibition of Japanese prints : illustrated catalogue, with notes and an introduction",1909,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/illustratedcatal00roya/page/66/mode/thumb,Londres ,,Illustrated catalogue of the Royal Photographic Society's international exhibition at the Crystal Palace,1898,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/illustratedcatal00manc/page/69/mode/thumb,Manchester,City Art Gallery,"Illustrated catalogue of a collection of Chinese paintings, Japanese paintings, and colour prints",1910,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/henrimatisseexhi00mont/page/n35/mode/2up,New York,Montros Gallery,Henri Matisse exhibition,1915,janvier ,20,1915,février ,27,,,,,,,,,,,,
,,,,https://archive.org/details/catalogueexhibi00fenogoog/page/n11/mode/2up,Tokio,The Japan Fine Art Association,Catalogue of the Exhibition of Paintings of Hokusai,1901,janvier ,13,1901,janvier ,30,,,,,,,,,,,,
,,,,https://archive.org/details/catalogueofloane00tate/page/n2/mode/2up,Londres ,"The Nation Gallery, British Art",Catalogue of loan exhibition of works by William Blake,1913,octobre ,,1913,décembre ,,,,,,,,,,,,,
,,,,https://archive.org/details/thirtyfifthautum00walk/page/n2/mode/2up,Liverpool,Walker Art Gallery,Thirty-fifth autumn exhibition of modern art,1905,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/catalogueofexhib00guil_7/page/n6/mode/2up,Londres ,Art Gallery of the Corporation of London,Catalogue of the exhibition of works by Irish painters,1904,mai,31,1904,juillet ,23,,,,,,,,,,,,
,,,,https://archive.org/details/catalogueofexhib89nati/mode/2up,Ottawa ,National Gallery,Annual Exhibition Catalogue of the Royal Canadian Academy of Arts,1889,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/catalogueofinaug00tole/page/n35/mode/2up,Toledo,The Toledo Museum of Art,Catalogue of the inaugural exhibition,1912,janvier ,17,1912,février ,12,Ohio,,,,,,,,,,,
,,,,https://archive.org/details/swedishartexhibi00brin/page/n4/mode/2up,New York,Brooklyn Museum,The Swedish art exhibition,1916,janvier ,30,1916,février ,18,,,,,,,,,,,,
,,,,https://archive.org/details/catalogueofexhib00morr/page/n11/mode/thumb,Manchester,,"Catalogue of an exhibition of the work of William Morris : the Municipal School Of Art,",1908,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/catalogueexhibit00yama/page/2/mode/thumb,New York,Yamanaka galleries,"Catalogue, the exhibition of ukiyoye paintings and prints",1908,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/catalogueofexhib00kats/page/n9/mode/2up,New York,,"Catalogue of an exhibition of paintings, drawings and prints by Hokusai",1900,,,,,,,,,,,,,,,,,
,,,,https://archive.org/details/illiustrirovanny00vser/page/n114/mode/thumb,Moscou,,Catalogue illustré de la section des Beaux-Arts à l'exposition nationale de Moscou,1882,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,http://www.dezenovevinte.net/egba/catalogos/1894.pdf,Rio de Janeiro,Escola Nacional de Bellas Artes,Catalogo da Exposição Geral de Bellas Artes ,1894,octobre ,1,,,,,,,,,,,,,,,
1,,,,http://www.dezenovevinte.net/egba/catalogos/1895.pdf,Rio de Janeiro,Escola Nacional de Bellas-Artes,Catalogo 2a Exposição Geral de Bellas-Artes ,1895,septembre ,1,,,,,,,,,,,,,,,
1,,,,http://www.dezenovevinte.net/egba/catalogos/1896.pdf,Rio de Janeiro,Escola Nacional de Bellas Artes,Catalogo da 3a(?) Exposição Geral de Bellas Artes ,1896,septembre ,1,,,,,,,,,,,,,,,
1,,,,http://www.dezenovevinte.net/egba/catalogos/1897.pdf,Rio de Janeiro,Escola Nacional de Bellas-Artes,Catalogo da quata Exposição Geral de Bellas-Artes ,1897,septembre ,1,,,,,,,,,,,,,,,
1,,,,http://www.dezenovevinte.net/egba/catalogos/1898.pdf,Rio de Janeiro,Escola Nacional de Bellas-Artes,Catalogo da quinta Exposição Geral de Bellas-Artes ,1898,septembre ,1,1898,août ,1,,,,,,,,,,,,
1,,,,http://www.dezenovevinte.net/egba/catalogos/1899.pdf,Rio de Janeiro,Escola Nacional de Bellas-Artes,Catalogo da VI Exposição Geral de Bellas-Artes ,1899,septembre ,1,,,,,,,,,,,,,,,
1,,,,http://www.dezenovevinte.net/egba/catalogos/1900.pdf,Rio de Janeiro,Escola Nacional de Bellas-Artes,Catalogo da VII Exposição Geral de Bellas-Artes ,1900,septembre ,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PDF,Paris ,"Musée d'art moderne de la ville de Paris 
Avenue du Président-Wilson - Quai de New-York",Première biennale de Paris,1959,octobre,2,1959,octobre,25,,,,,,,,,,,,
,,,,PDF,Paris ,"Musée d'art moderne de la ville de Paris 
Avenue du Président-Wilson - Quai de New-York",Deuxième biennale de Paris,1961,septembre,29,1961,novembre ,5,,,,,,,,,,,,
,,,,PDF,Paris ,"Musée d'art moderne de la ville de Paris 
Avenue du Président-Wilson - Quai de New-York",Troisième biennale de Paris,1963,septembre,23,1963,novembre ,3,,,,,,,,,,,,
,,,,PDF,Paris ,"Musée d'art moderne de la ville de Paris 
Avenue du Président-Wilson - Quai de New-York",Quatrième biennale de Paris,1965,septembre,28,1965,novembre ,3,,,,,,,,,,,,
,,,,PDF,Paris ,"Musée d'art moderne de la ville de Paris 
Avenue du Président-Wilson - Quai de New-York",Cinquième biennale de Paris,1967,septembre,30,1967,novembre ,5,,,,,,,,,,,,
,,,,PDF,Paris ,"Musée d'art moderne de la ville de Paris 
Avenue du Président-Wilson - Quai de New-York",Sixième biennale de Paris,1969,octobre,2,1969,novembre ,2,,,,,,,,,,,,
,,,,PDF,Paris ,"Musée d'art moderne de la ville de Paris 
11-13 av. du Président-Wilson 75016",8e biennale de Paris,1973,septembre,14,1973,octobre,21,,,,,,,,,,,,
,,,,PDF,Paris ,"Musée d'art moderne de la ville de Paris 
Musée national d'art moderne
11-13 av. du Président-Wilson 75016
Musée Galliera
10 av. Pierre-1er-de-Serbie 75016",9e biennale de Paris,1975,septembre,19,1975,novembre ,2,,,,,,,,,,,,
,,,,PDF,Paris ,"Palais de Tokyo
Musée d'art moderne de la ville de Paris
11-13 av. du Président-Wilson 75016",10e biennale de Paris,1977,septembre,17,1977,novemrbe ,1er,,,,,,,,,,,,
,,,,PDF,Paris ,Musée d'Art Moderne de la Ville de Paris et Centre National d'Art et de la Culture Georges Pompidou,XIème Biennale de Paris,1980,septembre,20,1980,novembre ,3,,,,,,,,,,,,
,,,,PDF,Paris ,non,Nouvelle Biennale de Paris,1982,non,non,1982,non,non,,,,,,,,,,,,
,,,,PDF,Paris ,"Musée d'Art Moderne de la Ville de Paris (11, avenue du Président Wilson 75016)
Ambassade d'Australie (4, rue Jean Rey 75007)
Centre Georges Pompidou /Carrefour des Régions/ Cinéma du musée
Ecole Nationale Supérieure des Beaux-Arts (14, rue Bonaparte 75006)
Institut Français d'Architecture (6, rue de Tournon 75006)",XIIe biennale de Paris,1985,octobre ,2,1985,novembre ,14,,,,,,,,,,,,
